ds,y
2022-05-29 23:59:00,103092345.41665152
2022-05-30 00:00:00,104992937.99999996
2022-05-30 00:01:00,106427171.99999996
2022-05-30 00:02:00,106369769.99999994
2022-05-30 00:03:00,107066393.99999996
2022-05-30 00:04:00,105600552.0
2022-05-30 00:05:00,101647458.0
2022-05-30 00:06:00,104704955.99999996
2022-05-30 00:07:00,96776798.83333331
2022-05-30 00:08:00,94245788.99999996
2022-05-30 00:09:00,94212057.5
2022-05-30 00:10:00,93733662.00000004
2022-05-30 00:11:00,93098340.5
2022-05-30 00:12:00,93328642.0
2022-05-30 00:13:00,92697027.5
2022-05-30 00:14:00,91917424.49999996
2022-05-30 00:15:00,91017201.0
2022-05-30 00:16:00,90689395.49999996
2022-05-30 00:17:00,90208750.50000006
2022-05-30 00:18:00,89336027.00000004
2022-05-30 00:19:00,88812982.5
2022-05-30 00:20:00,88509806.0
2022-05-30 00:21:00,88247219.5
2022-05-30 00:22:00,86988082.49999996
2022-05-30 00:23:00,86220387.00000001
2022-05-30 00:24:00,85822990.00000007
2022-05-30 00:25:00,85393495.0
2022-05-30 00:26:00,84586623.0
2022-05-30 00:27:00,83941500.50000004
2022-05-30 00:28:00,83343628.50000001
2022-05-30 00:29:00,83227512.49999997
2022-05-30 00:30:00,83157288.50000006
2022-05-30 00:31:00,81527017.01666668
2022-05-30 00:32:00,81713247.0
2022-05-30 00:33:00,81329544.99999993
2022-05-30 00:34:00,80688899.49999999
2022-05-30 00:35:00,80096016.0
2022-05-30 00:36:00,79510013.00000004
2022-05-30 00:37:00,79005382.49999999
2022-05-30 00:38:00,78337039.00000001
2022-05-30 00:39:00,77135811.50000001
2022-05-30 00:40:00,76568464.49999997
2022-05-30 00:41:00,75971065.50000006
2022-05-30 00:42:00,76202081.99999994
2022-05-30 00:43:00,76261229.00000001
2022-05-30 00:44:00,75894362.5
2022-05-30 00:45:00,75126072.99999999
2022-05-30 00:46:00,74357607.50000001
2022-05-30 00:47:00,73676988.00000001
2022-05-30 00:48:00,73266385.50000006
2022-05-30 00:49:00,72295608.00000003
2022-05-30 00:50:00,71712437.49999999
2022-05-30 00:51:00,71095364.99999997
2022-05-30 00:52:00,70699464.00000003
2022-05-30 00:53:00,70015951.49999997
2022-05-30 00:54:00,69863288.00000003
2022-05-30 00:55:00,69107620.99999999
2022-05-30 00:56:00,68617257.50000001
2022-05-30 00:57:00,68324679.5
2022-05-30 00:58:00,67983874.58333334
2022-05-30 00:59:00,67467618.74999999
2022-05-30 01:00:00,68124787.49999999
2022-05-30 01:01:00,67388837.99999997
2022-05-30 01:02:00,66806970.99999998
2022-05-30 01:03:00,68044536.99999994
2022-05-30 01:04:00,66099880.00000001
2022-05-30 01:05:00,62731066.06666666
2022-05-30 01:06:00,64695250.90000005
2022-05-30 01:07:00,61172109.65000002
2022-05-30 01:08:00,60671024.83333338
2022-05-30 01:09:00,60555224.33333332
2022-05-30 01:10:00,60105626.16666666
2022-05-30 01:11:00,58894585.33333331
2022-05-30 01:12:00,59395948.33333334
2022-05-30 01:13:00,60432237.0
2022-05-30 01:14:00,60322259.33333335
2022-05-30 01:15:00,59110391.83333328
2022-05-30 01:16:00,58268943.33333337
2022-05-30 01:17:00,59031243.66666669
2022-05-30 01:18:00,57512347.000000045
2022-05-30 01:19:00,57622898.16666665
2022-05-30 01:20:00,56999891.16666665
2022-05-30 01:21:00,56480511.99999999
2022-05-30 01:22:00,56300086.83333334
2022-05-30 01:23:00,56901631.500000015
2022-05-30 01:24:00,54269462.83333333
2022-05-30 01:25:00,54619731.833333336
2022-05-30 01:26:00,54881692.16666666
2022-05-30 01:27:00,54151218.49999999
2022-05-30 01:28:00,53548619.83333334
2022-05-30 01:29:00,53333619.33333334
2022-05-30 01:30:00,53540094.833333336
2022-05-30 01:31:00,51591899.83333331
2022-05-30 01:32:00,51095233.33333335
2022-05-30 01:33:00,50788731.16666664
2022-05-30 01:34:00,50698443.66666669
2022-05-30 01:35:00,49718766.16666661
2022-05-30 01:36:00,49479725.16666665
2022-05-30 01:37:00,49190381.49999999
2022-05-30 01:38:00,48963910.99999998
2022-05-30 01:39:00,48602037.66666665
2022-05-30 01:40:00,48266157.833333336
2022-05-30 01:41:00,47865617.16666666
2022-05-30 01:42:00,47688953.33333335
2022-05-30 01:43:00,47262460.500000015
2022-05-30 01:44:00,47286867.83333333
2022-05-30 01:45:00,46756990.000000015
2022-05-30 01:46:00,46554296.50000002
2022-05-30 01:47:00,46071580.000000015
2022-05-30 01:48:00,46036255.50000001
2022-05-30 01:49:00,45768472.33333333
2022-05-30 01:50:00,45671421.66666668
2022-05-30 01:51:00,45123067.83333331
2022-05-30 01:52:00,44812752.6666667
2022-05-30 01:53:00,44697908.0
2022-05-30 01:54:00,44774116.333333336
2022-05-30 01:55:00,44154116.33333335
2022-05-30 01:56:00,43901631.66666669
2022-05-30 01:57:00,43618963.333333336
2022-05-30 01:58:00,43241202.50000002
2022-05-30 01:59:00,43053058.33333333
2022-05-30 02:00:00,44767301.5
2022-05-30 02:01:00,43382428.16666664
2022-05-30 02:02:00,42937960.500000015
2022-05-30 02:03:00,43980490.50000003
2022-05-30 02:04:00,42417610.00000001
2022-05-30 02:05:00,42383768.333333336
2022-05-30 02:06:00,42276875.16666666
2022-05-30 02:07:00,41942230.16666666
2022-05-30 02:08:00,43461984.49999999
2022-05-30 02:09:00,42348201.00000001
2022-05-30 02:10:00,42070063.8333333
2022-05-30 02:11:00,41579395.833333336
2022-05-30 02:12:00,41681013.83333332
2022-05-30 02:13:00,41548483.66666665
2022-05-30 02:14:00,41098420.5
2022-05-30 02:15:00,41176401.000000015
2022-05-30 02:16:00,40521887.66666666
2022-05-30 02:17:00,40327703.66666666
2022-05-30 02:18:00,40721672.3333333
2022-05-30 02:19:00,38337147.16666666
2022-05-30 02:20:00,38259182.16666665
2022-05-30 02:21:00,37985416.0
2022-05-30 02:22:00,37721461.33333332
2022-05-30 02:23:00,37698061.5
2022-05-30 02:24:00,37644736.33333336
2022-05-30 02:25:00,37254477.33333333
2022-05-30 02:26:00,37016211.33333335
2022-05-30 02:27:00,36899289.66666668
2022-05-30 02:28:00,36695082.33333333
2022-05-30 02:29:00,36624061.33333333
2022-05-30 02:30:00,36837584.16666667
2022-05-30 02:31:00,37305405.16666669
2022-05-30 02:32:00,37911982.16666668
2022-05-30 02:33:00,37337045.833333336
2022-05-30 02:34:00,37957748.50000001
2022-05-30 02:35:00,37342248.66666666
2022-05-30 02:36:00,37606296.33333332
2022-05-30 02:37:00,37074036.66666667
2022-05-30 02:38:00,37205765.99999999
2022-05-30 02:39:00,37007428.00000001
2022-05-30 02:40:00,36933394.83333333
2022-05-30 02:41:00,36914753.50000001
2022-05-30 02:42:00,37078784.83333332
2022-05-30 02:43:00,36385118.5
2022-05-30 02:44:00,36403263.833333336
2022-05-30 02:45:00,35875401.000000015
2022-05-30 02:46:00,35771442.499999985
2022-05-30 02:47:00,36784103.99999999
2022-05-30 02:48:00,35952435.99999999
2022-05-30 02:49:00,35349770.16666665
2022-05-30 02:50:00,35992958.16666668
