ds,y
2022-05-29 23:59:00,9920592.444161242
2022-05-30 00:00:00,9766493.33333334
2022-05-30 00:01:00,9946148.333333332
2022-05-30 00:02:00,9936149.999999994
2022-05-30 00:03:00,9768604.999999998
2022-05-30 00:04:00,9701615.000000002
2022-05-30 00:05:00,7317729.999999998
2022-05-30 00:06:00,9016435.949999994
2022-05-30 00:07:00,7031199.999999998
2022-05-30 00:08:00,6227743.549999999
2022-05-30 00:09:00,6130861.399999999
2022-05-30 00:10:00,6015855.633333335
2022-05-30 00:11:00,5993284.266666665
2022-05-30 00:12:00,5956396.766666666
2022-05-30 00:13:00,5915551.900000001
2022-05-30 00:14:00,5837115.833333334
2022-05-30 00:15:00,5772874.833333334
2022-05-30 00:16:00,5799388.433333335
2022-05-30 00:17:00,5704214.9
2022-05-30 00:18:00,5632369.4
2022-05-30 00:19:00,5618000.300000003
2022-05-30 00:20:00,5576315.53333333
2022-05-30 00:21:00,5502759.966666669
2022-05-30 00:22:00,5460424.466666668
2022-05-30 00:23:00,5441666.699999999
2022-05-30 00:24:00,5402955.6333333375
2022-05-30 00:25:00,5366824.800000004
2022-05-30 00:26:00,5329104.966666667
2022-05-30 00:27:00,5319631.5
2022-05-30 00:28:00,5258235.566666667
2022-05-30 00:29:00,5182228.400000003
2022-05-30 00:30:00,5146415.366666669
2022-05-30 00:31:00,5140755.5
2022-05-30 00:32:00,5088288.233333332
2022-05-30 00:33:00,5034648.133333332
2022-05-30 00:34:00,5088030.966666668
2022-05-30 00:35:00,5017524.766666666
2022-05-30 00:36:00,4968795.433333333
2022-05-30 00:37:00,4965670.400000002
2022-05-30 00:38:00,4949439.900000004
2022-05-30 00:39:00,4880091.399999997
2022-05-30 00:40:00,4831082.100000002
2022-05-30 00:41:00,4822546.900000002
2022-05-30 00:42:00,4766364.400000002
2022-05-30 00:43:00,4754469.599999998
2022-05-30 00:44:00,4719768.866666668
2022-05-30 00:45:00,4713934.966666666
2022-05-30 00:46:00,4614100.366666663
2022-05-30 00:47:00,4566642.233333333
2022-05-30 00:48:00,4582055.533333332
2022-05-30 00:49:00,4548224.966666667
2022-05-30 00:50:00,4469297.066666665
2022-05-30 00:51:00,4405827.866666664
2022-05-30 00:52:00,4463357.233333334
2022-05-30 00:53:00,4362652.466666666
2022-05-30 00:54:00,4304358.866666667
2022-05-30 00:55:00,4260214.933333334
2022-05-30 00:56:00,4278730.566666665
2022-05-30 00:57:00,4301816.466666667
2022-05-30 00:58:00,4168128.599999997
2022-05-30 00:59:00,4222714.533333333
2022-05-30 01:00:00,4130976.2666666647
2022-05-30 01:01:00,4083813.233333332
2022-05-30 01:02:00,4089995.2
2022-05-30 01:03:00,4100762.5666666673
2022-05-30 01:04:00,4020926.666666666
2022-05-30 01:05:00,2716826.8000000003
2022-05-30 01:06:00,3980503.4500000016
2022-05-30 01:07:00,2551483.899999999
2022-05-30 01:08:00,2391890.6666666665
2022-05-30 01:09:00,2390709.9999999986
2022-05-30 01:10:00,2381656.666666666
2022-05-30 01:11:00,2332451.333333333
2022-05-30 01:12:00,2303672.0
2022-05-30 01:13:00,2306154.6666666665
2022-05-30 01:14:00,2288915.9999999995
2022-05-30 01:15:00,2260108.6666666665
2022-05-30 01:16:00,2241516.6666666665
2022-05-30 01:17:00,2274603.333333334
2022-05-30 01:18:00,2228590.0000000005
2022-05-30 01:19:00,2210613.999999999
2022-05-30 01:20:00,2168520.6666666665
2022-05-30 01:21:00,2176612.6666666674
2022-05-30 01:22:00,2144025.333333334
2022-05-30 01:23:00,2116482.666666667
2022-05-30 01:24:00,2131037.9999999995
2022-05-30 01:25:00,2117098.6666666665
2022-05-30 01:26:00,2098301.333333333
2022-05-30 01:27:00,2089751.9999999995
2022-05-30 01:28:00,2092519.333333332
2022-05-30 01:29:00,2062087.999999999
2022-05-30 01:30:00,2020759.999999999
2022-05-30 01:31:00,2032841.9999999988
2022-05-30 01:32:00,2039207.333333334
2022-05-30 01:33:00,2001426.000000001
2022-05-30 01:34:00,1987426.000000001
2022-05-30 01:35:00,2013144.000000001
2022-05-30 01:36:00,1950895.333333334
2022-05-30 01:37:00,1935668.0
2022-05-30 01:38:00,1942565.333333332
2022-05-30 01:39:00,1953793.3333333333
2022-05-30 01:40:00,1905185.3333333333
2022-05-30 01:41:00,1891563.3333333365
2022-05-30 01:42:00,1915279.3333333328
2022-05-30 01:43:00,1871506.0
2022-05-30 01:44:00,1862350.0000000005
2022-05-30 01:45:00,1855205.3333333333
2022-05-30 01:46:00,1885636.6666666665
2022-05-30 01:47:00,1841447.9999999977
2022-05-30 01:48:00,1836366.0
2022-05-30 01:49:00,1855779.3333333333
2022-05-30 01:50:00,1818208.0
2022-05-30 01:51:00,1776604.666666667
2022-05-30 01:52:00,1768783.3333333335
2022-05-30 01:53:00,1798827.3333333335
2022-05-30 01:54:00,1753803.333333334
2022-05-30 01:55:00,1717361.3333333344
2022-05-30 01:56:00,1734716.666666668
2022-05-30 01:57:00,1729088.6666666665
2022-05-30 01:58:00,1688049.999999999
2022-05-30 01:59:00,1684405.3333333333
2022-05-30 02:00:00,1675407.9999999998
2022-05-30 02:01:00,1644145.9999999998
2022-05-30 02:02:00,1631004.666666667
2022-05-30 02:03:00,1631163.3333333344
2022-05-30 02:04:00,1635115.9999999998
2022-05-30 02:05:00,1603966.0000000002
2022-05-30 02:06:00,1606747.3333333326
2022-05-30 02:07:00,1623682.666666668
2022-05-30 02:08:00,1607867.3333333351
2022-05-30 02:09:00,1592332.000000001
2022-05-30 02:10:00,1570295.9999999998
2022-05-30 02:11:00,1574099.3333333344
2022-05-30 02:12:00,1544662.0000000002
2022-05-30 02:13:00,1534479.333333334
2022-05-30 02:14:00,1562236.666666666
2022-05-30 02:15:00,1549254.0
2022-05-30 02:16:00,1520138.666666668
2022-05-30 02:17:00,1510987.3333333333
2022-05-30 02:18:00,1520465.3333333344
2022-05-30 02:19:00,1502087.9999999995
2022-05-30 02:20:00,1451748.6666666665
2022-05-30 02:21:00,1466793.9999999995
2022-05-30 02:22:00,1471624.0000000002
2022-05-30 02:23:00,1452019.3333333328
2022-05-30 02:24:00,1444599.3333333328
2022-05-30 02:25:00,1472025.3333333328
2022-05-30 02:26:00,1442270.6666666665
2022-05-30 02:27:00,1432349.3333333326
2022-05-30 02:28:00,1420444.6666666674
2022-05-30 02:29:00,1440263.9999999995
2022-05-30 02:30:00,1392617.3333333335
2022-05-30 02:31:00,1380129.3333333335
2022-05-30 02:32:00,1399258.0000000014
2022-05-30 02:33:00,1395828.0000000005
2022-05-30 02:34:00,1369176.6666666667
2022-05-30 02:35:00,1369190.666666667
2022-05-30 02:36:00,1399976.666666666
2022-05-30 02:37:00,1384450.6666666665
2022-05-30 02:38:00,1350160.0000000005
2022-05-30 02:39:00,1351317.3333333333
2022-05-30 02:40:00,1346165.3333333335
2022-05-30 02:41:00,1319103.3333333333
2022-05-30 02:42:00,1328105.333333333
2022-05-30 02:43:00,1350570.6666666667
2022-05-30 02:44:00,1311641.3333333344
2022-05-30 02:45:00,1304725.333333333
2022-05-30 02:46:00,1301850.6666666665
2022-05-30 02:47:00,1323181.9999999998
2022-05-30 02:48:00,1296129.3333333335
2022-05-30 02:49:00,1271242.000000001
2022-05-30 02:50:00,1304436.0000000002
2022-05-30 02:51:00,1286147.3333333335
2022-05-30 02:52:00,1255786.0
2022-05-30 02:53:00,1258898.6666666672
2022-05-30 02:54:00,1284056.6666666665
2022-05-30 02:55:00,1230418.0000000007
2022-05-30 02:56:00,1214723.9999999995
2022-05-30 02:57:00,1242224.6666666665
2022-05-30 02:58:00,1246396.666666666
2022-05-30 02:59:00,1211830.6666666665
2022-05-30 03:00:00,1212889.9999999993
2022-05-30 03:01:00,1227916.6666666667
2022-05-30 03:02:00,1189757.3333333333
2022-05-30 03:03:00,1182150.6666666665
2022-05-30 03:04:00,1183919.3333333335
2022-05-30 03:05:00,1186868.6666666665
2022-05-30 03:06:00,1161267.3333333335
2022-05-30 03:07:00,1147682.666666667
2022-05-30 03:08:00,1168491.333333333
2022-05-30 03:09:00,1153352.6666666665
2022-05-30 03:10:00,1133752.6666666665
2022-05-30 03:11:00,1124386.6666666665
2022-05-30 03:12:00,1149778.0
2022-05-30 03:13:00,1120392.0
2022-05-30 03:14:00,1107180.666666667
2022-05-30 03:15:00,1130765.9999999998
2022-05-30 03:16:00,1121689.3333333335
2022-05-30 03:17:00,1090408.6666666667
2022-05-30 03:18:00,1092630.0000000002
2022-05-30 03:19:00,1128110.6666666665
2022-05-30 03:20:00,1085569.3333333335
2022-05-30 03:21:00,1079180.6666666665
2022-05-30 03:22:00,1091043.333333333
2022-05-30 03:23:00,1110461.3333333333
2022-05-30 03:24:00,1072861.9999999995
2022-05-30 03:25:00,1068260.6666666665
2022-05-30 03:26:00,1086946.0000000002
2022-05-30 03:27:00,1062576.6666666665
2022-05-30 03:28:00,1059781.3333333335
2022-05-30 03:29:00,1057742.0000000007
2022-05-30 03:30:00,1083035.3333333335
2022-05-30 03:31:00,1056038.6666666667
2022-05-30 03:32:00,1041702.6666666672
2022-05-30 03:33:00,1076688.666666665
2022-05-30 03:34:00,1065124.6666666665
2022-05-30 03:35:00,1035323.3333333328
2022-05-30 03:36:00,1025705.3333333336
2022-05-30 03:37:00,1044162.0
2022-05-30 03:38:00,1021225.3333333336
2022-05-30 03:39:00,1004584.0000000002
2022-05-30 03:40:00,1039994.6666666667
2022-05-30 03:41:00,1031473.3333333338
2022-05-30 03:42:00,1012442.6666666664
2022-05-30 03:43:00,1016348.666666667
2022-05-30 03:44:00,1033549.9999999997
2022-05-30 03:45:00,1013716.666666667
2022-05-30 03:46:00,994182.0
2022-05-30 03:47:00,1009768.6666666667
2022-05-30 03:48:00,1017739.3333333336
2022-05-30 03:49:00,1003725.3333333334
2022-05-30 03:50:00,983812.6666666664
2022-05-30 03:51:00,1001195.9999999997
2022-05-30 03:52:00,987578.6666666667
2022-05-30 03:53:00,965542.6666666667
2022-05-30 03:54:00,955257.3333333338
2022-05-30 03:55:00,982487.3333333333
2022-05-30 03:56:00,963680.666666667
2022-05-30 03:57:00,951169.3333333336
2022-05-30 03:58:00,972948.6666666672
2022-05-30 03:59:00,957525.3333333336
2022-05-30 04:00:00,942741.3333333336
2022-05-30 04:01:00,927626.0
2022-05-30 04:02:00,970176.6666666672
2022-05-30 04:03:00,931424.6666666664
2022-05-30 04:04:00,916785.3333333333
2022-05-30 04:05:00,923024.6666666667
2022-05-30 04:06:00,940715.9999999997
2022-05-30 04:07:00,920971.3333333334
2022-05-30 04:08:00,911460.666666667
2022-05-30 04:09:00,960157.3333333344
2022-05-30 04:10:00,917508.6666666666
2022-05-30 04:11:00,906742.6666666672
2022-05-30 04:12:00,913784.6666666667
2022-05-30 04:13:00,941542.0
2022-05-30 04:14:00,909608.0
2022-05-30 04:15:00,898823.3333333335
2022-05-30 04:16:00,918003.3333333333
2022-05-30 04:17:00,921064.6666666658
2022-05-30 04:18:00,891375.3333333328
2022-05-30 04:19:00,884347.333333333
2022-05-30 04:20:00,918432.6666666667
2022-05-30 04:21:00,880105.3333333333
2022-05-30 04:22:00,875490.0000000001
2022-05-30 04:23:00,905786.0
2022-05-30 04:24:00,907620.0000000003
2022-05-30 04:25:00,885555.9999999998
2022-05-30 04:26:00,879965.333333333
2022-05-30 04:27:00,913901.3333333342
2022-05-30 04:28:00,882923.9999999998
2022-05-30 04:29:00,877720.6666666666
2022-05-30 04:30:00,885513.9999999999
2022-05-30 04:31:00,901282.6666666667
2022-05-30 04:32:00,885976.0000000002
2022-05-30 04:33:00,871756.6666666666
2022-05-30 04:34:00,904138.6666666666
2022-05-30 04:35:00,868900.6666666663
2022-05-30 04:36:00,873352.6666666664
2022-05-30 04:37:00,871882.666666667
2022-05-30 04:38:00,888313.9999999999
2022-05-30 04:39:00,871453.3333333334
2022-05-30 04:40:00,870641.3333333336
2022-05-30 04:41:00,885901.3333333335
2022-05-30 04:42:00,895374.6666666669
2022-05-30 04:43:00,873152.0000000001
2022-05-30 04:44:00,866851.9999999998
2022-05-30 04:45:00,903947.333333334
2022-05-30 04:46:00,891865.3333333327
2022-05-30 04:47:00,879097.3333333333
2022-05-30 04:48:00,869483.9999999998
2022-05-30 04:49:00,880870.6666666663
2022-05-30 04:50:00,857523.333333334
2022-05-30 04:51:00,847779.3333333334
2022-05-30 04:52:00,883078.0000000003
2022-05-30 04:53:00,871542.0
2022-05-30 04:54:00,850383.3333333334
2022-05-30 04:55:00,852912.666666667
2022-05-30 04:56:00,879554.6666666672
2022-05-30 04:57:00,850920.0
2022-05-30 04:58:00,846034.0
2022-05-30 04:59:00,870016.0000000001
2022-05-30 05:00:00,861186.6666666667
2022-05-30 05:01:00,857990.0000000007
2022-05-30 05:02:00,859193.9999999998
2022-05-30 05:03:00,896018.6666666663
2022-05-30 05:04:00,861069.9999999997
2022-05-30 05:05:00,855418.6666666666
2022-05-30 05:06:00,870193.3333333333
2022-05-30 05:07:00,889947.3333333333
2022-05-30 05:08:00,871509.3333333341
2022-05-30 05:09:00,858396.0000000001
2022-05-30 05:10:00,902729.3333333334
2022-05-30 05:11:00,879046.0
2022-05-30 05:12:00,866898.6666666663
2022-05-30 05:13:00,887021.3333333336
2022-05-30 05:14:00,898916.6666666663
2022-05-30 05:15:00,882970.6666666672
2022-05-30 05:16:00,871415.9999999995
2022-05-30 05:17:00,907690.0000000003
2022-05-30 05:18:00,901572.0
2022-05-30 05:19:00,892985.3333333334
2022-05-30 05:20:00,884916.6666666666
2022-05-30 05:21:00,910186.6666666667
2022-05-30 05:22:00,896732.6666666666
2022-05-30 05:23:00,896238.0
2022-05-30 05:24:00,916710.6666666664
2022-05-30 05:25:00,922487.9999999998
2022-05-30 05:26:00,901096.0000000008
2022-05-30 05:27:00,907885.9999999998
2022-05-30 05:28:00,937878.6666666666
2022-05-30 05:29:00,906859.3333333328
2022-05-30 05:30:00,899168.666666667
2022-05-30 05:31:00,928218.6666666667
2022-05-30 05:32:00,944243.9999999992
2022-05-30 05:33:00,920168.6666666667
2022-05-30 05:34:00,900634.0000000007
2022-05-30 05:35:00,963498.6666666667
2022-05-30 05:36:00,941737.9999999997
2022-05-30 05:37:00,941346.0
2022-05-30 05:38:00,947366.0
2022-05-30 05:39:00,976821.9999999997
2022-05-30 05:40:00,969089.333333334
2022-05-30 05:41:00,963195.333333333
2022-05-30 05:42:00,996590.0000000008
2022-05-30 05:43:00,998927.9999999998
2022-05-30 05:44:00,981754.6666666672
2022-05-30 05:45:00,993598.6666666664
2022-05-30 05:46:00,1024319.3333333336
2022-05-30 05:47:00,990028.6666666666
2022-05-30 05:48:00,987877.3333333333
2022-05-30 05:49:00,1011434.6666666672
2022-05-30 05:50:00,1025621.3333333336
2022-05-30 05:51:00,996991.3333333328
2022-05-30 05:52:00,1003716.0000000002
2022-05-30 05:53:00,1054255.9999999998
2022-05-30 05:54:00,1016124.6666666664
2022-05-30 05:55:00,1010963.3333333336
2022-05-30 05:56:00,1039602.6666666664
2022-05-30 05:57:00,1063566.000000001
2022-05-30 05:58:00,1050251.9999999998
2022-05-30 05:59:00,1032509.3333333328
2022-05-30 06:00:00,1078280.0
2022-05-30 06:01:00,1065134.0000000007
2022-05-30 06:02:00,1065652.0
2022-05-30 06:03:00,1080636.6666666665
2022-05-30 06:04:00,1116789.3333333335
2022-05-30 06:05:00,1100017.3333333335
2022-05-30 06:06:00,1101851.333333334
2022-05-30 06:07:00,1133920.6666666667
2022-05-30 06:08:00,1148830.6666666667
2022-05-30 06:09:00,1127812.0000000002
2022-05-30 06:10:00,1135549.333333333
2022-05-30 06:11:00,1184232.0
2022-05-30 06:12:00,1164328.666666667
2022-05-30 06:13:00,1163218.0000000007
2022-05-30 06:14:00,1182374.6666666665
2022-05-30 06:15:00,1212204.0000000002
2022-05-30 06:16:00,1200859.3333333333
2022-05-30 06:17:00,1188562.6666666665
2022-05-30 06:18:00,1245710.666666667
2022-05-30 06:19:00,1233306.6666666665
2022-05-30 06:20:00,1236036.6666666674
2022-05-30 06:21:00,1233273.9999999998
2022-05-30 06:22:00,1285928.0
2022-05-30 06:23:00,1254292.6666666667
2022-05-30 06:24:00,1261119.9999999998
2022-05-30 06:25:00,1300530.0000000007
2022-05-30 06:26:00,1306059.9999999995
2022-05-30 06:27:00,1299162.6666666665
2022-05-30 06:28:00,1311674.0000000002
2022-05-30 06:29:00,1358709.3333333328
2022-05-30 06:30:00,1341059.9999999998
2022-05-30 06:31:00,1363338.666666667
2022-05-30 06:32:00,1386410.666666666
2022-05-30 06:33:00,1425498.666666668
2022-05-30 06:34:00,1412548.6666666656
2022-05-30 06:35:00,1421714.000000001
2022-05-30 06:36:00,1465225.9999999993
2022-05-30 06:37:00,1454128.666666667
2022-05-30 06:38:00,1448738.6666666672
2022-05-30 06:39:00,1466485.9999999986
2022-05-30 06:40:00,1517693.3333333335
2022-05-30 06:41:00,1513568.0000000005
2022-05-30 06:42:00,1515985.3333333344
2022-05-30 06:43:00,1562880.6666666667
2022-05-30 06:44:00,1558895.3333333326
2022-05-30 06:45:00,1577874.6666666665
2022-05-30 06:46:00,1586055.3333333335
2022-05-30 06:47:00,1632227.333333333
2022-05-30 06:48:00,1609864.666666666
2022-05-30 06:49:00,1614073.9999999998
2022-05-30 06:50:00,1647856.000000001
2022-05-30 06:51:00,1664096.0000000005
2022-05-30 06:52:00,1663424.0000000007
2022-05-30 06:53:00,1669252.666666668
2022-05-30 06:54:00,1719050.6666666667
2022-05-30 06:55:00,1685096.0000000005
2022-05-30 06:56:00,1721668.6666666674
2022-05-30 06:57:00,2162298.0000000005
2022-05-30 06:58:00,2199986.399999999
2022-05-30 06:59:00,2183994.166666667
2022-05-30 07:00:00,2197492.4999999995
2022-05-30 07:01:00,2285429.9999999995
2022-05-30 07:02:00,2274090.0
2022-05-30 07:03:00,2329891.666666667
2022-05-30 07:04:00,2372457.4999999995
2022-05-30 07:05:00,2411155.833333333
2022-05-30 07:06:00,2407696.6666666674
2022-05-30 07:07:00,2419468.333333334
2022-05-30 07:08:00,2470183.333333333
2022-05-30 07:09:00,2496876.6666666674
2022-05-30 07:10:00,2514551.666666667
2022-05-30 07:11:00,2521102.5000000005
2022-05-30 07:12:00,2594637.500000001
2022-05-30 07:13:00,2554842.5
2022-05-30 07:14:00,2583525.0000000014
2022-05-30 07:15:00,2616798.333333333
2022-05-30 07:16:00,2665139.1666666665
2022-05-30 07:17:00,2621546.6666666665
2022-05-30 07:18:00,2630874.1666666665
2022-05-30 07:19:00,2692888.333333334
2022-05-30 07:20:00,2689627.499999999
2022-05-30 07:21:00,2700010.833333336
2022-05-30 07:22:00,2734164.9999999995
2022-05-30 07:23:00,2785037.5000000005
2022-05-30 07:24:00,2756477.5000000023
2022-05-30 07:25:00,2760858.333333334
2022-05-30 07:26:00,2812629.1666666665
2022-05-30 07:27:00,2787854.999999999
2022-05-30 07:28:00,2782914.166666668
2022-05-30 07:29:00,2805022.4999999995
2022-05-30 07:30:00,2868261.666666666
2022-05-30 07:31:00,2860754.1666666684
2022-05-30 07:32:00,2870145.833333333
2022-05-30 07:33:00,2920160.833333331
2022-05-30 07:34:00,2932673.333333336
2022-05-30 07:35:00,2930929.166666667
2022-05-30 07:36:00,2946445.833333334
2022-05-30 07:37:00,2989495.833333331
2022-05-30 07:38:00,2956607.5000000005
2022-05-30 07:39:00,2977683.333333333
2022-05-30 07:40:00,2997242.5
2022-05-30 07:41:00,3043856.6666666684
2022-05-30 07:42:00,2999750.833333333
2022-05-30 07:43:00,3016685.0000000014
2022-05-30 07:44:00,3053755.8333333363
2022-05-30 07:45:00,3012811.666666667
2022-05-30 07:46:00,3015436.6666666674
